reputacao_artista,altura,largura,peso,preco_escultura,preco_base_envio,diferenca_dias_entrega,data_agendada_dias,data_agendada_mes,data_agendada_ano,data_entrega_dias,data_entrega_mes,data_entrega_ano,internacional_Sim,envio_expresso_Sim,instalacao_incluida_Sim,fragil_Sim,pedido_extra_cliente_Sim,localizacao_remota_Sim,material_Argila,material_Bronze,material_Latão,material_Madeira,material_Mármore,material_Não especificado,material_Pedra,transporte_Aéreo,transporte_Não especificado,transporte_Rodoviário
0.46,4.2672,2.4384,586.494456,50.3475,103.53,1,8,7,2019,9,7,2019,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,True
0.7,5.7912,4.572,148.324584,36.015,114.03,-2,12,6,2022,10,6,2022,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True
0.45,2.7432000000000003,1.524,219.99212,17.325,90.195,-3,10,8,2023,7,8,2023,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True
0.5,4.8768,1.8288,132.902456,18.48,73.605,0,2,2,2023,2,2,2023,True,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False
0.6,3.048,1.524,90.7184,21.2625,93.555,1,23,8,2022,24,8,2022,True,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False
0.21,4.572,2.4384,1678.743992,36.9075,89.88000000000001,-1,17,4,2022,16,4,2022,True,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False
0.25,4.8768,2.4384,1202.925984,35.5425,127.89,0,19,1,2019,19,1,2019,True,True,True,False,False,False,False,False,True,False,False,False,False,True,False,False
0.68,1.2192,0.9144,14.061352,32.0775,97.2825,-4,26,2,2021,22,2,2021,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,True
0.55,9.4488,3.3528,864.546352,35.8575,102.1125,0,17,3,2022,17,3,2022,True,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False
0.5,2.4384,1.524,127.00576,21.0,59.0625,-1,7,8,2022,6,8,2022,True,True,True,False,False,True,False,True,False,False,False,False,False,True,False,False
0.99,0.9144,0.6096,4.989512,17.3775,124.8975,-2,25,6,2019,23,6,2019,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False
0.19,4.572,1.8288,170.097,24.9375,112.6125,0,8,7,2023,8,7,2023,True,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False
0.47,8.2296,2.1336,78.017824,31.8675,82.635,-3,18,7,2020,15,7,2020,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False
0.6,8.5344,3.048,1384.816376,46.8825,77.2275,-2,25,2,2022,23,2,2022,True,True,True,True,False,True,True,False,False,False,False,False,False,True,False,False
0.1,5.1816,2.1336,101.151016,19.3725,129.0975,-3,12,12,2020,9,12,2020,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False
0.32,7.315200000000001,1.8288,530.249048,29.5575,53.55,-4,19,6,2023,15,6,2023,True,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False
0.21,11.5824,1.8288,1040.99364,52.290000000000006,84.05250000000001,3,28,6,2023,1,7,2023,True,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False
0.16,12.8016,2.1336,667.233832,36.1725,92.4,1,28,3,2022,29,3,2022,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False
0.15,2.4384,1.2192,809.208128,31.8675,97.8075,-4,23,6,2020,19,6,2020,True,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False
0.9,3.9624,1.8288,55.791816,24.5175,84.1575,0,29,5,2023,29,5,2023,False,True,True,False,True,True,False,False,False,True,False,False,False,False,False,True
0.22,10.9728,3.048,1665.589824,18.69,60.27,-1,4,11,2019,3,11,2019,False,True,True,True,False,False,True,False,False,False,False,False,False,False,False,True
0.93,9.4488,3.048,215.909792,32.1825,94.185,3,14,5,2023,17,5,2023,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True
0.04,2.4384,1.524,227.249592,16.065,126.525,0,30,11,2019,30,11,2019,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True
0.66,7.9248,1.8288,1527.244264,34.755,61.057500000000005,3,21,7,2022,24,7,2022,True,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False
0.69,1.8288,1.2192,19.958048,16.0125,84.89250000000001,3,9,1,2022,12,1,2022,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False
0.81,7.62,3.048,409.593576,32.3925,75.075,-4,6,2,2020,2,2,2020,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
0.37,3.9624,2.4384,2093.32708,31.9725,69.1425,-4,31,1,2020,27,1,2020,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
0.9,2.7432000000000003,1.524,440.891424,36.015,72.5025,2,27,8,2019,29,8,2019,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True
0.28,2.7432000000000003,1.2192,310.256928,32.9175,76.125,1,20,4,2023,21,4,2023,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True
0.82,4.2672,1.8288,213.18824,22.1025,87.36,-4,31,7,2023,27,7,2023,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,True
0.26,1.8288,1.524,187.333496,23.8875,94.1325,3,19,9,2021,22,9,2021,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
0.44,0.9144,0.6096,61.23492,34.545,118.125,2,13,3,2021,15,3,2021,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True
0.19,10.0584,3.3528,647.275784,35.4375,75.4425,0,3,9,2020,3,9,2020,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False
0.14,3.9624,2.1336,153.314096,33.4425,85.3125,1,27,3,2020,28,3,2020,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
0.09,1.8288,1.524,270.794424,22.155,108.15,3,12,8,2021,15,8,2021,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False
0.12,3.9624,2.1336,76.657048,36.015,61.53,-3,20,6,2021,17,6,2021,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,True
0.13,4.572,2.1336,207.291544,21.105,94.1325,1,18,12,2019,19,12,2019,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
0.53,1.8288,1.2192,100.243832,28.9275,67.935,2,5,11,2019,7,11,2019,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False
0.61,5.486400000000001,2.1336,216.816976,32.025,56.5425,3,29,12,2022,1,1,2023,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
0.66,3.048,1.2192,357.884088,24.5175,122.85,0,15,1,2020,15,1,2020,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False
0.93,0.9144,0.9144,10.886208,25.9875,65.6775,-4,31,8,2019,27,8,2019,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,True
0.34,1.2192,1.2192,23.586784,26.4075,91.875,-2,6,5,2023,4,5,2023,False,False,True,True,True,False,True,False,False,False,False,False,False,False,False,True
0.5,6.7056,2.4384,512.55896,22.155,84.7875,4,18,4,2020,22,4,2020,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
0.41,2.7432000000000003,1.2192,200.034072,28.8225,111.93,0,9,9,2020,9,9,2020,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False
0.51,3.048,1.524,60.327736,21.42,68.0925,0,3,6,2020,3,6,2020,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
0.32,6.096,3.048,1241.934896,49.875,118.02,4,28,7,2020,1,8,2020,True,False,True,True,True,True,True,False,False,False,False,False,False,False,False,False
0.62,0.9144,0.9144,6.350288,19.32,122.22,2,9,5,2023,11,5,2023,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True
0.22,2.1336,1.524,24.94756,26.88,106.26,-3,11,5,2022,8,5,2022,True,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False
0.32,3.6576,1.8288,1086.806432,29.61,91.35,4,17,3,2023,21,3,2023,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False
0.89,7.62,2.1336,88.45044,34.1775,100.7475,2,15,2,2023,17,2,2023,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False
0.01,3.9624,2.1336,1167.092216,35.6475,121.8525,-1,18,10,2022,17,10,2022,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False
0.44,8.8392,2.4384,1581.675304,27.72,95.76,0,15,7,2021,15,7,2021,True,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False
0.34,1.524,1.2192,22.6796,18.375,105.42,0,14,10,2021,14,10,2021,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
0.49,2.7432000000000003,1.2192,30.390664,22.4175,93.765,1,24,11,2019,25,11,2019,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True
0.76,2.1336,1.524,23.586784,15.75,93.345,-3,10,3,2020,7,3,2020,True,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False
0.56,5.1816,2.1336,307.535376,22.6275,113.505,3,25,7,2023,28,7,2023,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
0.59,0.9144,0.6096,49.89512,36.0675,118.5975,2,27,1,2021,29,1,2021,True,False,True,False,True,False,False,False,False,False,False,False,True,True,False,False
0.08,7.010400000000001,3.9624,754.777088,31.6575,107.31,-2,27,12,2020,25,12,2020,True,False,True,True,True,False,True,False,False,False,False,False,False,False,False,False
0.44,2.7432000000000003,1.524,100.243832,36.4875,71.505,0,18,6,2023,18,6,2023,False,True,True,True,False,False,True,False,False,False,False,False,False,True,False,False
0.01,3.9624,2.1336,70.30676,26.0925,82.74,4,3,4,2022,7,4,2022,True,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False
0.76,3.048,1.524,35.833768,26.04,72.2925,-1,30,6,2019,29,6,2019,True,True,True,False,True,True,False,False,False,True,False,False,False,True,False,False
0.22,0.9144,0.9144,14.514944,16.9575,72.5025,1,5,7,2022,6,7,2022,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False
0.27,8.2296,3.3528,1550.377456,32.0775,57.9075,-3,27,2,2021,24,2,2021,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True
0.25,6.4008,3.3528,172.818552,25.7775,127.6275,-1,3,1,2020,2,1,2020,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False
0.36,1.2192,0.9144,18.14368,35.595,62.002500000000005,3,30,7,2023,2,8,2023,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,True
0.27,6.4008,2.7432000000000003,176.447288,21.1575,84.1575,3,3,1,2022,6,1,2022,False,False,False,False,True,True,False,False,False,True,False,False,False,True,False,False
0.22,9.7536,3.6576,1133.526408,25.9875,89.88000000000001,4,1,2,2023,5,2,2023,True,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False
0.61,2.7432000000000003,1.524,161.932344,36.3825,95.1825,1,26,8,2021,27,8,2021,False,False,True,True,True,False,True,False,False,False,False,False,False,False,False,False
0.3,3.3528,2.4384,496.68324,32.445,79.17,-3,13,4,2019,10,4,2019,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True
0.15,4.2672,2.1336,1269.150416,32.6025,68.8275,1,26,10,2022,27,10,2022,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True
0.4,2.1336,1.524,93.893544,28.1925,93.87,0,6,1,2020,6,1,2020,False,True,False,True,True,False,True,False,False,False,False,False,False,False,False,True
0.44,3.9624,1.8288,61.688512,31.92,112.56,-2,10,3,2021,8,3,2021,True,True,True,False,True,False,False,False,False,True,False,False,False,True,False,False
0.28,4.572,1.8288,926.234864,28.455,79.2225,3,21,4,2021,24,4,2021,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,True
0.92,2.1336,1.524,98.429464,32.655,98.6475,-3,30,7,2021,27,7,2021,False,True,False,True,True,False,True,False,False,False,False,False,False,True,False,False
0.8,2.7432000000000003,1.2192,23.133192,25.4625,129.15,1,30,11,2022,1,12,2022,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True
0.87,9.144,2.7432000000000003,185.97272,18.585,55.755,-4,20,5,2020,16,5,2020,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True
0.45,4.8768,2.1336,381.01728,19.215,106.155,1,16,2,2019,17,2,2019,False,True,True,True,True,False,True,False,False,False,False,False,False,True,False,False
0.13,6.4008,2.1336,68.0388,19.0575,103.215,0,8,2,2022,8,2,2022,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
0.2,3.048,1.524,2130.068032,50.557500000000005,104.895,-1,22,6,2022,21,6,2022,True,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False
0.89,7.010400000000001,1.8288,524.805944,28.035,106.26,-4,20,2,2022,16,2,2022,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,True
0.13,9.144,4.2672,697.624496,21.3675,86.625,2,23,7,2020,25,7,2020,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
0.32,2.1336,1.524,270.794424,20.4225,64.365,-1,17,7,2023,16,7,2023,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True
0.67,2.7432000000000003,1.2192,219.538528,36.225,65.4675,2,23,4,2020,25,4,2020,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False
0.0,1.8288,1.524,26.308336,20.3175,122.745,4,18,4,2023,22,4,2023,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,True
0.92,4.8768,1.8288,245.846864,35.5425,64.3125,-1,1,7,2019,30,6,2019,True,True,False,True,True,False,True,False,False,False,False,False,False,True,False,False
0.23,7.010400000000001,1.8288,144.242256,36.12,108.99,3,27,8,2022,30,8,2022,False,True,False,False,True,True,False,False,False,True,False,False,False,True,False,False
0.56,1.524,0.9144,340.194,29.61,92.505,-3,2,2,2021,30,1,2021,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True
0.49,6.096,3.048,712.593032,38.115,127.8375,-4,2,2,2019,29,1,2019,True,False,False,True,True,False,True,False,False,False,False,False,False,True,False,False
0.09,5.7912,2.4384,250.382784,34.5975,63.315000000000005,0,3,8,2023,3,8,2023,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,True
0.89,3.6576,2.1336,1134.887184,33.075,93.3975,2,2,2,2020,4,2,2020,False,True,False,False,True,True,False,True,False,False,False,False,False,True,False,False
0.74,9.144,4.2672,347.451472,22.47,112.875,0,27,8,2022,27,8,2022,True,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False
0.82,6.096,1.8288,192.7766,18.165,56.385,3,24,8,2019,27,8,2019,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
0.39,1.2192,1.2192,13.154168,34.8075,70.2975,1,28,8,2022,29,8,2022,True,True,True,False,False,True,False,False,False,True,False,False,False,True,False,False
0.5,0.9144,0.9144,4.53592,25.41,125.6325,-3,8,10,2019,5,10,2019,True,True,True,False,True,False,False,False,False,True,False,False,False,True,False,False
0.74,1.524,0.9144,29.029888,23.415,112.5075,-1,9,2,2019,8,2,2019,False,False,False,True,True,True,True,False,False,False,False,False,False,False,False,True
0.49,6.7056,2.4384,150.138952,31.9725,74.55,2,13,12,2021,15,12,2021,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
0.12,3.9624,1.8288,175.540104,17.1675,65.8875,0,8,1,2021,8,1,2021,False,True,False,True,True,False,True,False,False,False,False,False,False,True,False,False
0.77,2.7432000000000003,1.524,76.657048,16.6425,84.1575,2,26,2,2023,28,2,2023,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True
0.07,4.572,2.1336,125.191392,24.36,71.1375,2,17,9,2019,19,9,2019,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False
0.86,3.048,1.2192,50.348712,26.46,123.6375,-3,24,4,2023,21,4,2023,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
0.16,4.572,2.4384,72.121128,20.6325,117.6,-2,5,2,2019,3,2,2019,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False
0.81,3.3528,1.8288,79.83219199999999,32.235,125.5275,-3,24,10,2019,21,10,2019,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True
0.41,3.9624,1.8288,81.192968,31.1325,125.79,-3,9,1,2021,6,1,2021,False,False,True,True,True,False,True,False,False,False,False,False,False,False,False,True
0.98,7.62,3.9624,485.34344,24.36,63.735,-4,11,8,2023,7,8,2023,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False
0.05,1.8288,1.524,1693.258936,27.2475,75.9675,-1,6,2,2019,5,2,2019,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True
0.72,3.6576,1.8288,54.43104,21.84,91.7175,1,14,6,2021,15,6,2021,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True
0.89,7.9248,2.7432000000000003,466.746168,23.94,71.61,1,28,5,2023,29,5,2023,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
0.52,2.1336,1.524,88.904032,18.375,90.615,0,25,5,2020,25,5,2020,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,True
0.24,4.572,1.8288,81.64656,36.33,55.965,-1,21,10,2019,20,10,2019,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True
0.16,3.3528,2.4384,1709.134656,18.0075,80.7975,0,30,10,2019,30,10,2019,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True
0.86,2.4384,1.2192,218.631344,30.7125,84.4725,1,10,3,2019,11,3,2019,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True
0.44,3.9624,2.4384,298.463536,27.5625,54.18,-2,24,11,2021,22,11,2021,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True
0.94,7.315200000000001,2.7432000000000003,125.644984,23.0475,102.165,-2,29,5,2019,27,5,2019,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True
0.35,2.1336,1.2192,39.916096,27.615,115.5525,-2,11,10,2020,9,10,2020,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False
0.07,7.315200000000001,2.4384,177.354472,29.19,63.735,-1,5,7,2019,4,7,2019,True,False,False,False,True,True,False,False,False,True,False,False,False,False,False,True
0.21,0.9144,0.6096,5.896696,28.0875,127.365,-2,5,6,2023,3,6,2023,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False
0.3,8.8392,2.7432000000000003,482.168296,21.42,62.790000000000006,0,13,11,2021,13,11,2021,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
0.41,2.4384,1.2192,17.690088,24.5175,59.6925,2,25,9,2022,27,9,2022,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
0.15,7.010400000000001,1.8288,53.070264,33.495,92.085,-2,25,6,2022,23,6,2022,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
0.05,7.315200000000001,3.048,1455.123136,26.0925,126.2625,-4,24,6,2023,20,6,2023,False,False,True,True,True,True,True,False,False,False,False,False,False,False,False,False
0.69,4.8768,2.4384,1498.667968,29.5575,100.905,-1,2,9,2022,1,9,2022,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False
0.68,3.048,1.2192,60.327736,26.4075,90.4575,-3,9,6,2023,6,6,2023,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
0.78,13.716,3.3528,356.523312,25.2,90.09,-3,15,2,2021,12,2,2021,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True
0.82,3.6576,2.4384,524.352352,21.9975,130.3575,0,13,10,2021,13,10,2021,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,True
0.45,10.668,1.8288,346.99788,28.245,73.185,-1,5,2,2020,4,2,2020,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True
0.93,3.6576,2.4384,390.08912,24.99,100.5375,-1,9,11,2020,8,11,2020,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,True
0.09,3.9624,2.1336,183.70476,20.5275,100.9575,4,7,12,2019,11,12,2019,True,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False
0.95,0.9144,0.9144,71.667536,21.0525,105.1575,0,11,1,2023,11,1,2023,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False
0.41,5.1816,4.572,1125.815344,31.605,103.2675,-4,28,5,2023,24,5,2023,False,False,True,True,True,True,True,False,False,False,False,False,False,False,False,True
0.36,4.572,1.8288,54.43104,26.7225,109.5675,-2,14,5,2023,12,5,2023,True,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False
0.41,3.3528,2.4384,72.57472,22.8375,93.87,1,13,1,2019,14,1,2019,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False
0.13,2.1336,1.2192,16.782904,32.76,111.2475,-4,4,5,2023,30,4,2023,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True
0.49,4.572,2.1336,462.210248,23.520000000000003,52.6575,2,6,1,2020,8,1,2020,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,True
0.68,2.1336,1.2192,201.84844,16.8,58.8,4,30,11,2022,4,12,2022,False,True,False,False,True,True,False,False,True,False,False,False,False,True,False,False
0.38,13.4112,3.3528,364.687968,24.5175,114.9225,1,10,3,2021,11,3,2021,True,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False
0.5,1.524,1.2192,858.6496559999999,45.36,96.285,-3,6,4,2019,3,4,2019,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False
0.08,1.8288,1.524,52.16308,23.0475,72.765,-1,11,6,2020,10,6,2020,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
0.44,3.3528,2.4384,801.043472,29.19,120.75,-2,26,2,2019,24,2,2019,False,False,True,False,True,True,False,True,False,False,False,False,False,False,False,True
0.87,2.4384,1.2192,77.564232,22.05,52.7625,1,3,1,2022,4,1,2022,True,True,True,False,True,False,False,True,False,False,False,False,False,True,False,False
0.63,4.2672,2.1336,167.375448,34.23,114.45,-3,11,11,2022,8,11,2022,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
0.21,5.486400000000001,2.4384,106.59412,34.3875,71.1375,3,26,3,2022,29,3,2022,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True
0.9,3.9624,1.8288,47.62716,32.550000000000004,109.4625,2,7,8,2022,9,8,2022,True,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False
0.95,2.4384,1.2192,63.50288,20.3175,59.4825,0,11,5,2019,11,5,2019,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,True
0.28,4.2672,2.1336,54.884632,33.9675,113.1375,3,13,7,2020,16,7,2020,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False
0.77,5.1816,2.4384,189.601456,25.095,119.6475,0,2,11,2022,2,11,2022,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True
0.92,5.1816,3.3528,261.268992,24.6225,104.37,-3,4,6,2023,1,6,2023,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True
0.64,3.9624,2.1336,78.925008,35.91,100.9575,1,25,10,2022,26,10,2022,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
0.2,3.3528,2.1336,48.534344,28.8225,116.235,3,9,4,2020,12,4,2020,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True
0.82,3.9624,2.4384,333.843712,33.7575,55.545,-4,22,10,2021,18,10,2021,False,True,True,True,False,True,True,False,False,False,False,False,False,True,False,False
0.52,5.7912,2.4384,1295.458752,36.5925,86.625,1,25,9,2021,26,9,2021,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True
0.77,5.7912,3.3528,306.1746,25.305,77.07,3,6,6,2023,9,6,2023,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
0.63,3.9624,1.8288,625.049776,21.6825,123.69,0,13,9,2022,13,9,2022,False,True,True,False,True,False,False,False,True,False,False,False,False,True,False,False
0.44,3.9624,2.1336,1899.189704,30.24,109.3575,-1,18,7,2020,17,7,2020,False,True,True,False,False,True,False,False,True,False,False,False,False,True,False,False
0.24,11.2776,3.048,1519.079608,45.727500000000006,116.6025,1,11,4,2020,12,4,2020,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False
0.38,8.2296,2.4384,210.92028,26.9325,119.07,1,19,8,2020,20,8,2020,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,True
0.1,1.8288,1.524,223.167264,27.5625,107.2575,-3,21,3,2019,18,3,2019,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True
0.63,10.9728,3.048,198.673296,26.4075,114.45,2,22,4,2023,24,4,2023,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,True
0.04,2.4384,1.2192,25.401152,28.7175,83.1075,2,27,3,2019,29,3,2019,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False
0.1,7.010400000000001,2.4384,161.932344,32.97,104.9475,4,12,11,2020,16,11,2020,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True
0.34,7.010400000000001,1.8288,217.270568,24.78,75.6525,0,26,9,2019,26,9,2019,False,False,False,True,True,True,True,False,False,False,False,False,False,False,False,True
0.88,7.010400000000001,3.048,198.219704,18.8475,111.9825,-2,17,10,2020,15,10,2020,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False
0.78,5.486400000000001,2.4384,2115.099496,21.21,117.075,0,12,3,2019,12,3,2019,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True
0.22,5.486400000000001,2.1336,85.275296,20.37,88.35749999999999,3,13,6,2021,16,6,2021,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
0.75,4.572,1.8288,205.477176,27.0375,107.1,1,26,7,2023,27,7,2023,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,True
0.85,3.6576,1.8288,140.159928,22.365,127.5225,4,18,9,2021,22,9,2021,False,True,False,False,True,True,False,False,False,False,False,False,False,True,False,False
0.04,2.7432000000000003,1.2192,122.46984,18.06,110.355,4,9,6,2023,13,6,2023,True,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False
0.53,5.1816,2.4384,422.294152,33.495,126.8925,1,7,5,2021,8,5,2021,False,False,False,True,True,True,True,False,False,False,False,False,False,False,False,True
0.45,4.2672,1.8288,216.363384,28.1925,75.8625,-3,7,11,2021,4,11,2021,True,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False
0.21,2.4384,1.524,1319.499128,29.7675,84.735,2,13,9,2019,15,9,2019,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False
0.24,11.5824,4.572,1085.445656,24.7275,55.02,-4,21,12,2019,17,12,2019,False,False,True,False,True,True,False,False,False,False,False,False,False,True,False,False
0.01,3.3528,1.8288,1077.281,30.87,92.9775,3,4,6,2020,7,6,2020,False,True,False,False,True,True,False,False,True,False,False,False,False,False,False,True
0.84,7.62,1.8288,94.347136,36.015,91.14,-4,12,5,2020,8,5,2020,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
0.56,2.1336,1.524,254.01152,32.0775,108.2025,2,7,12,2020,9,12,2020,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False
0.08,12.4968,2.7432000000000003,1178.885608,31.6575,69.72,-1,22,9,2022,21,9,2022,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False
0.05,1.2192,0.9144,214.549016,20.5275,127.5225,0,25,4,2020,25,4,2020,True,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False
0.68,6.096,2.7432000000000003,576.515432,15.855,105.735,0,25,9,2019,25,9,2019,True,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False
0.66,14.0208,3.048,1467.823712,35.7525,98.7525,-4,7,6,2020,3,6,2020,True,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False
0.26,3.6576,2.1336,821.455112,23.625,99.0675,1,11,3,2022,12,3,2022,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True
